년월,시도명,읍면동명,업종명,이용자수,이용금액,총 유동인구,데이터기준일자
20-Jan,서귀포시,예래동,체인화 편의점,16099,193909940,8063837.637,2020-12-15
20-Jan,서귀포시,예래동,"피자, 햄버거, 샌드위치 및 유사 음식점업",3332,41876822,8063837.637,2020-12-15
20-Jan,서귀포시,예래동,한식 음식점업,12744,936008700,8063837.637,2020-12-15
20-Jan,서귀포시,예래동,호텔업,5364,2194126457,8063837.637,2020-12-15
20-Jan,서귀포시,예래동,화장품 및 방향제 소매업,2,180000,8063837.637,2020-12-15
20-Jan,서귀포시,예래동,휴양콘도 운영업,113,66963048,8063837.637,2020-12-15
20-Jan,서귀포시,정방동,건강보조식품 소매업,108,23063710,5250639.372,2020-12-15
20-Jan,서귀포시,정방동,과실 및 채소 소매업,8105,437511958,5250639.372,2020-12-15
20-Jan,서귀포시,정방동,관광 민예품 및 선물용품 소매업,2134,46036850,5250639.372,2020-12-15
20-Jan,서귀포시,정방동,그외 기타 종합 소매업,11,3850000,5250639.372,2020-12-15
20-Jan,서귀포시,정방동,기타 외국식 음식점업,664,42855000,5250639.372,2020-12-15
20-Jan,서귀포시,정방동,기타 주점업,942,185202000,5250639.372,2020-12-15
20-Jan,서귀포시,정방동,기타음식료품위주종합소매업,2420,164007170,5250639.372,2020-12-15
20-Jan,서귀포시,정방동,마사지업,20,3250000,5250639.372,2020-12-15
20-Jan,서귀포시,정방동,비알콜 음료점업,5434,57254220,5250639.372,2020-12-15
20-Jan,서귀포시,정방동,빵 및 과자류 소매업,6205,111710254,5250639.372,2020-12-15
20-Jan,서귀포시,정방동,서양식 음식점업,5238,132104920,5250639.372,2020-12-15
20-Jan,서귀포시,정방동,수산물 소매업,5915,404089755,5250639.372,2020-12-15
20-Jan,서귀포시,정방동,슈퍼마켓,9230,205554470,5250639.372,2020-12-15
20-Jan,서귀포시,정방동,스포츠 및 레크레이션 용품 임대업,2857,406722260,5250639.372,2020-12-15
20-Jan,서귀포시,정방동,여관업,2962,437202096,5250639.372,2020-12-15
20-Jan,서귀포시,정방동,욕탕업,26,2412000,5250639.372,2020-12-15
20-Jan,서귀포시,정방동,육류 소매업,2465,313551890,5250639.372,2020-12-15
20-Jan,서귀포시,정방동,일반유흥 주점업,2588,620771610,5250639.372,2020-12-15
20-Jan,서귀포시,정방동,일식 음식점업,5508,420757300,5250639.372,2020-12-15
20-Jan,서귀포시,정방동,전시 및 행사 대행업,42,2632000,5250639.372,2020-12-15
20-Jan,서귀포시,정방동,중식 음식점업,2570,89062800,5250639.372,2020-12-15
20-Jan,서귀포시,정방동,차량용 주유소 운영업,1818,118984783,5250639.372,2020-12-15
20-Jan,서귀포시,정방동,체인화 편의점,41622,408442350,5250639.372,2020-12-15
20-Jan,서귀포시,정방동,"피자, 햄버거, 샌드위치 및 유사 음식점업",7875,105510980,5250639.372,2020-12-15
20-Jan,서귀포시,정방동,한식 음식점업,35536,1649175014,5250639.372,2020-12-15
20-Jan,서귀포시,정방동,호텔업,16,1030000,5250639.372,2020-12-15
20-Jan,서귀포시,정방동,화장품 및 방향제 소매업,1395,114239110,5250639.372,2020-12-15
20-Jan,서귀포시,중문동,건강보조식품 소매업,4,554400,11695772.36,2020-12-15
20-Jan,서귀포시,중문동,과실 및 채소 소매업,884,88882080,11695772.36,2020-12-15
20-Jan,서귀포시,중문동,관광 민예품 및 선물용품 소매업,142,4259750,11695772.36,2020-12-15
20-Jan,서귀포시,중문동,그외 기타 스포츠시설 운영업,100,12446800,11695772.36,2020-12-15
20-Jan,서귀포시,중문동,그외 기타 종합 소매업,10,8670000,11695772.36,2020-12-15
20-Jan,서귀포시,중문동,기타 외국식 음식점업,920,28819500,11695772.36,2020-12-15
20-Jan,서귀포시,중문동,기타 주점업,114,23000000,11695772.36,2020-12-15
20-Jan,서귀포시,중문동,기타음식료품위주종합소매업,8669,370029860,11695772.36,2020-12-15
20-Jan,서귀포시,중문동,면세점,2429,371108050,11695772.36,2020-12-15
20-Jan,서귀포시,중문동,비알콜 음료점업,794,8274420,11695772.36,2020-12-15
20-Jan,서귀포시,중문동,빵 및 과자류 소매업,2019,39282212,11695772.36,2020-12-15
20-Jan,서귀포시,중문동,서양식 음식점업,3712,92889220,11695772.36,2020-12-15
20-Jan,서귀포시,중문동,수산물 소매업,270,42561536,11695772.36,2020-12-15
20-Jan,서귀포시,중문동,슈퍼마켓,6542,246316600,11695772.36,2020-12-15
20-Jan,서귀포시,중문동,스포츠 및 레크레이션 용품 임대업,367,15386800,11695772.36,2020-12-15
20-Jan,서귀포시,중문동,여관업,1670,409731427,11695772.36,2020-12-15
20-Jan,서귀포시,중문동,욕탕업,53,429500,11695772.36,2020-12-15
20-Jan,서귀포시,중문동,육류 소매업,225,14171100,11695772.36,2020-12-15
20-Jan,서귀포시,중문동,일반유흥 주점업,359,42517000,11695772.36,2020-12-15
20-Jan,서귀포시,중문동,일식 음식점업,1033,114913700,11695772.36,2020-12-15
20-Jan,서귀포시,중문동,전시 및 행사 대행업,142,2789100,11695772.36,2020-12-15
20-Jan,서귀포시,중문동,중식 음식점업,1473,54981300,11695772.36,2020-12-15
20-Jan,서귀포시,중문동,차량용 가스 충전업,28,2070445,11695772.36,2020-12-15
20-Jan,서귀포시,중문동,차량용 주유소 운영업,3052,185055579,11695772.36,2020-12-15
20-Jan,서귀포시,중문동,체인화 편의점,20950,200577860,11695772.36,2020-12-15
20-Jan,서귀포시,중문동,"피자, 햄버거, 샌드위치 및 유사 음식점업",2847,40788290,11695772.36,2020-12-15
20-Jan,서귀포시,중문동,한식 음식점업,16668,860769115,11695772.36,2020-12-15
20-Jan,서귀포시,중문동,호텔업,230,32878971,11695772.36,2020-12-15
20-Jan,서귀포시,중문동,화장품 및 방향제 소매업,74,4898600,11695772.36,2020-12-15
20-Jan,서귀포시,중앙동,건강보조식품 소매업,108,23063710,5087795.118,2020-12-15
20-Jan,서귀포시,중앙동,과실 및 채소 소매업,8105,437511958,5087795.118,2020-12-15
20-Jan,서귀포시,중앙동,관광 민예품 및 선물용품 소매업,2134,46036850,5087795.118,2020-12-15
20-Jan,서귀포시,중앙동,그외 기타 종합 소매업,11,3850000,5087795.118,2020-12-15
20-Jan,서귀포시,중앙동,기타 외국식 음식점업,664,42855000,5087795.118,2020-12-15
20-Jan,서귀포시,중앙동,기타 주점업,942,185202000,5087795.118,2020-12-15
20-Jan,서귀포시,중앙동,기타음식료품위주종합소매업,2420,164007170,5087795.118,2020-12-15
20-Jan,서귀포시,중앙동,마사지업,20,3250000,5087795.118,2020-12-15
20-Jan,서귀포시,중앙동,비알콜 음료점업,5434,57254220,5087795.118,2020-12-15
20-Jan,서귀포시,중앙동,빵 및 과자류 소매업,6205,111710254,5087795.118,2020-12-15
20-Jan,서귀포시,중앙동,서양식 음식점업,5238,132104920,5087795.118,2020-12-15
20-Jan,서귀포시,중앙동,수산물 소매업,5915,404089755,5087795.118,2020-12-15
20-Jan,서귀포시,중앙동,슈퍼마켓,9230,205554470,5087795.118,2020-12-15
20-Jan,서귀포시,중앙동,스포츠 및 레크레이션 용품 임대업,2857,406722260,5087795.118,2020-12-15
20-Jan,서귀포시,중앙동,여관업,2962,437202096,5087795.118,2020-12-15
20-Jan,서귀포시,중앙동,욕탕업,26,2412000,5087795.118,2020-12-15
20-Jan,서귀포시,중앙동,육류 소매업,2465,313551890,5087795.118,2020-12-15
20-Jan,서귀포시,중앙동,일반유흥 주점업,2588,620771610,5087795.118,2020-12-15
20-Jan,서귀포시,중앙동,일식 음식점업,5508,420757300,5087795.118,2020-12-15
20-Jan,서귀포시,중앙동,전시 및 행사 대행업,42,2632000,5087795.118,2020-12-15
20-Jan,서귀포시,중앙동,중식 음식점업,2570,89062800,5087795.118,2020-12-15
20-Jan,서귀포시,중앙동,차량용 주유소 운영업,1818,118984783,5087795.118,2020-12-15
20-Jan,서귀포시,중앙동,체인화 편의점,41622,408442350,5087795.118,2020-12-15
20-Jan,서귀포시,중앙동,"피자, 햄버거, 샌드위치 및 유사 음식점업",7875,105510980,5087795.118,2020-12-15
20-Jan,서귀포시,중앙동,한식 음식점업,35536,1649175014,5087795.118,2020-12-15
20-Jan,서귀포시,중앙동,호텔업,16,1030000,5087795.118,2020-12-15
20-Jan,서귀포시,중앙동,화장품 및 방향제 소매업,1395,114239110,5087795.118,2020-12-15
20-Jan,서귀포시,천지동,건강보조식품 소매업,111,23299310,9663139.342,2020-12-15
20-Jan,서귀포시,천지동,과실 및 채소 소매업,8155,441147958,9663139.342,2020-12-15
20-Jan,서귀포시,천지동,관광 민예품 및 선물용품 소매업,2189,48342150,9663139.342,2020-12-15
20-Jan,서귀포시,천지동,그외 기타 종합 소매업,12,4000000,9663139.342,2020-12-15
20-Jan,서귀포시,천지동,기타 외국식 음식점업,1448,60034000,9663139.342,2020-12-15
20-Jan,서귀포시,천지동,기타 주점업,942,185202000,9663139.342,2020-12-15
20-Jan,서귀포시,천지동,기타음식료품위주종합소매업,2442,164702720,9663139.342,2020-12-15
20-Jan,서귀포시,천지동,내항 여객 운송업,483,44412500,9663139.342,2020-12-15
20-Jan,서귀포시,천지동,마사지업,20,3250000,9663139.342,2020-12-15
20-Jan,서귀포시,천지동,비알콜 음료점업,7308,73343860,9663139.342,2020-12-15
20-Jan,서귀포시,천지동,빵 및 과자류 소매업,7383,129588324,9663139.342,2020-12-15
20-Jan,서귀포시,천지동,서양식 음식점업,7303,175732920,9663139.342,2020-12-15
20-Jan,서귀포시,천지동,수산물 소매업,5992,414196755,9663139.342,2020-12-15
20-Jan,서귀포시,천지동,슈퍼마켓,9740,221322620,9663139.342,2020-12-15
20-Jan,서귀포시,천지동,스포츠 및 레크레이션 용품 임대업,2860,406883960,9663139.342,2020-12-15
20-Jan,서귀포시,천지동,여관업,2973,438332096,9663139.342,2020-12-15
20-Jan,서귀포시,천지동,욕탕업,795,11672700,9663139.342,2020-12-15
20-Jan,서귀포시,천지동,육류 소매업,2465,313551890,9663139.342,2020-12-15
20-Jan,서귀포시,천지동,일반유흥 주점업,2588,620771610,9663139.342,2020-12-15
20-Jan,서귀포시,천지동,일식 음식점업,5850,434074700,9663139.342,2020-12-15
20-Jan,서귀포시,천지동,전시 및 행사 대행업,122,4426800,9663139.342,2020-12-15
20-Jan,서귀포시,천지동,중식 음식점업,3304,107083300,9663139.342,2020-12-15
20-Jan,서귀포시,천지동,차량용 가스 충전업,257,29660348,9663139.342,2020-12-15
20-Jan,서귀포시,천지동,차량용 주유소 운영업,4540,278487926,9663139.342,2020-12-15
20-Jan,서귀포시,천지동,체인화 편의점,52865,518276160,9663139.342,2020-12-15
20-Jan,서귀포시,천지동,"피자, 햄버거, 샌드위치 및 유사 음식점업",8333,112588730,9663139.342,2020-12-15
20-Jan,서귀포시,천지동,한식 음식점업,41489,1886796304,9663139.342,2020-12-15
20-Jan,서귀포시,천지동,호텔업,209,29724566,9663139.342,2020-12-15
20-Jan,서귀포시,천지동,화장품 및 방향제 소매업,1397,114649110,9663139.342,2020-12-15
20-Jan,서귀포시,표선면,건강보조식품 소매업,79,22702400,12037184,2020-12-15
20-Jan,서귀포시,표선면,과실 및 채소 소매업,2266,266001800,12037184,2020-12-15
20-Jan,서귀포시,표선면,관광 민예품 및 선물용품 소매업,876,219395800,12037184,2020-12-15
20-Jan,서귀포시,표선면,그외 기타 스포츠시설 운영업,56,3827000,12037184,2020-12-15
20-Jan,서귀포시,표선면,그외 기타 종합 소매업,9,7150000,12037184,2020-12-15
20-Jan,서귀포시,표선면,기타 외국식 음식점업,58,3484000,12037184,2020-12-15
20-Jan,서귀포시,표선면,기타 주점업,158,28431000,12037184,2020-12-15
20-Jan,서귀포시,표선면,기타음식료품위주종합소매업,5776,208833220,12037184,2020-12-15
20-Jan,서귀포시,표선면,비알콜 음료점업,1092,15652120,12037184,2020-12-15
20-Jan,서귀포시,표선면,빵 및 과자류 소매업,1201,23537810,12037184,2020-12-15
20-Jan,서귀포시,표선면,서양식 음식점업,2070,46658870,12037184,2020-12-15
20-Jan,서귀포시,표선면,수산물 소매업,646,54042500,12037184,2020-12-15
20-Jan,서귀포시,표선면,슈퍼마켓,7404,257665600,12037184,2020-12-15
20-Jan,서귀포시,표선면,스포츠 및 레크레이션 용품 임대업,715,25163950,12037184,2020-12-15
20-Jan,서귀포시,표선면,여관업,396,33584000,12037184,2020-12-15
20-Jan,서귀포시,표선면,욕탕업,6,540000,12037184,2020-12-15
20-Jan,서귀포시,표선면,육류 소매업,605,52739600,12037184,2020-12-15
20-Jan,서귀포시,표선면,일반유흥 주점업,466,82795000,12037184,2020-12-15
20-Jan,서귀포시,표선면,일식 음식점업,547,62062000,12037184,2020-12-15
20-Jan,서귀포시,표선면,전시 및 행사 대행업,2588,91524800,12037184,2020-12-15
20-Jan,서귀포시,표선면,중식 음식점업,1051,29953000,12037184,2020-12-15
20-Jan,서귀포시,표선면,차량용 가스 충전업,275,23906220,12037184,2020-12-15
20-Jan,서귀포시,표선면,차량용 주유소 운영업,4762,291394712,12037184,2020-12-15
20-Jan,서귀포시,표선면,체인화 편의점,15269,175754398,12037184,2020-12-15
20-Jan,서귀포시,표선면,택시 운송업,1,700000,12037184,2020-12-15
20-Jan,서귀포시,표선면,"피자, 햄버거, 샌드위치 및 유사 음식점업",1147,21785550,12037184,2020-12-15
20-Jan,서귀포시,표선면,한식 음식점업,11566,644060655,12037184,2020-12-15
20-Jan,서귀포시,표선면,화장품 및 방향제 소매업,258,7396040,12037184,2020-12-15
20-Jan,서귀포시,표선면,휴양콘도 운영업,1548,179277310,12037184,2020-12-15
20-Jan,서귀포시,효돈동,과실 및 채소 소매업,776,73556050,4578960.949,2020-12-15
20-Jan,서귀포시,효돈동,관광 민예품 및 선물용품 소매업,6,64000,4578960.949,2020-12-15
20-Jan,서귀포시,효돈동,그외 기타 종합 소매업,3,5380000,4578960.949,2020-12-15
20-Jan,서귀포시,효돈동,기타 외국식 음식점업,224,5628000,4578960.949,2020-12-15
20-Jan,서귀포시,효돈동,기타음식료품위주종합소매업,1379,47188100,4578960.949,2020-12-15
20-Jan,서귀포시,효돈동,비알콜 음료점업,533,5597855,4578960.949,2020-12-15
20-Jan,서귀포시,효돈동,빵 및 과자류 소매업,94,1265000,4578960.949,2020-12-15
20-Jan,서귀포시,효돈동,서양식 음식점업,2395,47735990,4578960.949,2020-12-15
20-Jan,서귀포시,효돈동,수산물 소매업,221,11167000,4578960.949,2020-12-15
20-Jan,서귀포시,효돈동,슈퍼마켓,976,25073900,4578960.949,2020-12-15
20-Jan,서귀포시,효돈동,여관업,9,6199000,4578960.949,2020-12-15
20-Jan,서귀포시,효돈동,욕탕업,10,137500,4578960.949,2020-12-15
20-Jan,서귀포시,효돈동,육류 소매업,180,26066195,4578960.949,2020-12-15
20-Jan,서귀포시,효돈동,일식 음식점업,387,18213500,4578960.949,2020-12-15
20-Jan,서귀포시,효돈동,중식 음식점업,739,19663000,4578960.949,2020-12-15
20-Jan,서귀포시,효돈동,차량용 가스 충전업,111,16653710,4578960.949,2020-12-15
20-Jan,서귀포시,효돈동,차량용 주유소 운영업,3329,180187518,4578960.949,2020-12-15
20-Jan,서귀포시,효돈동,체인화 편의점,5201,50118150,4578960.949,2020-12-15
20-Jan,서귀포시,효돈동,"피자, 햄버거, 샌드위치 및 유사 음식점업",275,2441900,4578960.949,2020-12-15
20-Jan,서귀포시,효돈동,한식 음식점업,3275,150067510,4578960.949,2020-12-15
20-Jan,제주시,건입동,건강보조식품 소매업,1,180000,10594143.14,2020-12-15
20-Jan,제주시,건입동,과실 및 채소 소매업,199,29184000,10594143.14,2020-12-15
20-Jan,제주시,건입동,관광 민예품 및 선물용품 소매업,131,3664900,10594143.14,2020-12-15
20-Jan,제주시,건입동,그외 기타 종합 소매업,1,100000,10594143.14,2020-12-15
20-Jan,제주시,건입동,기타 외국식 음식점업,156,5311400,10594143.14,2020-12-15
20-Jan,제주시,건입동,기타 주점업,128,22401000,10594143.14,2020-12-15
20-Jan,제주시,건입동,기타음식료품위주종합소매업,136,61591790,10594143.14,2020-12-15
20-Jan,제주시,건입동,마사지업,1,100000,10594143.14,2020-12-15
20-Jan,제주시,건입동,면세점,1839,146428600,10594143.14,2020-12-15
20-Jan,제주시,건입동,비알콜 음료점업,2380,21161944,10594143.14,2020-12-15
20-Jan,제주시,건입동,빵 및 과자류 소매업,2331,47515440,10594143.14,2020-12-15
20-Jan,제주시,건입동,서양식 음식점업,575,22695920,10594143.14,2020-12-15
20-Jan,제주시,건입동,수산물 소매업,847,202942200,10594143.14,2020-12-15
20-Jan,제주시,건입동,슈퍼마켓,10423,535281380,10594143.14,2020-12-15
20-Jan,제주시,건입동,스포츠 및 레크레이션 용품 임대업,334,30916700,10594143.14,2020-12-15
20-Jan,제주시,건입동,여관업,1652,213849243,10594143.14,2020-12-15
20-Jan,제주시,건입동,욕탕업,31,542000,10594143.14,2020-12-15
20-Jan,제주시,건입동,육류 소매업,309,39143532,10594143.14,2020-12-15
20-Jan,제주시,건입동,일반유흥 주점업,231,33022000,10594143.14,2020-12-15
20-Jan,제주시,건입동,일식 음식점업,676,65306170,10594143.14,2020-12-15
20-Jan,제주시,건입동,전시 및 행사 대행업,1,80000,10594143.14,2020-12-15
